t,y_true_1,y_true_2,y_true_3,y_recon_1,y_recon_2,y_recon_3
0.1,0.9960777454462226,3.580455903840309e-5,0.0038864499947389433,0.9960777454462226,1.7932425763038266e-5,0.0038864499947389433
0.13257113655901093,0.9948332465911942,3.557838798376087e-5,0.0051311750208220186,0.9948332465911942,1.7829419546500963e-5,0.0051311750208220186
0.1757510624854792,0.9932073385021968,3.528488836179207e-5,0.00675737660944152,0.9932073385021968,1.7695558204497347e-5,0.00675737660944152
0.2329951810515372,0.9910925956110259,3.4906152426501936e-5,0.008872498236547692,0.9910925956110259,1.7522663287011052e-5,0.008872498236547692
0.3088843596477481,0.9883576806314612,3.442139342836743e-5,0.011607897975110448,0.9883576806314612,1.7301102433782772e-5,0.011607897975110448
0.40949150623804254,0.98484617777731,3.3807348172380294e-5,0.015120014874517688,0.98484617777731,1.702000719633116e-5,0.015120014874517688
0.542867543932386,0.9803779241796259,3.3039649207636976e-5,0.019589036171166536,0.9803779241796259,1.6667832088811375e-5,0.019589036171166536
0.719685673001152,0.9747545516249376,3.2095202107029765e-5,0.025213353172955536,0.9747545516249376,1.6233403895446858e-5,0.025213353172955536
0.9540954763499939,0.9677702450575303,3.095588831786495e-5,0.03219879905415207,0.9677702450575303,1.5707503587115815e-5,0.03219879905415207
1.2648552168552962,0.9592279825566729,2.9613077936472986e-5,0.040742404365391026,0.9592279825566729,1.5084877633019882e-5,0.040742404365391026
1.6768329368110082,0.9489598355619258,2.8072302795119102e-5,0.05101209213527946,0.9489598355619258,1.4366330689237223e-5,0.05101209213527946
2.2229964825261948,0.9368468657112595,2.6355935404318667e-5,0.06312677835333654,0.9368468657112595,1.3560241092611677e-5,0.06312677835333654
2.947051702551811,0.9228334102204822,2.450370447362511e-5,0.07714208607504475,0.9228334102204822,1.2682829063295897e-5,0.07714208607504475
3.906939937054617,0.9069301305625107,2.2568292836023528e-5,0.09304730114465365,0.9069301305625107,1.1756717822700601e-5,0.09304730114465365
5.179474679231212,0.8892042959578285,2.0608121736483727e-5,0.11077509592043559,0.8892042959578285,1.0807999541741305e-5,0.11077509592043559
6.8664884500430015,0.869760701219592,1.8679145713380976e-5,0.13022061963469528,0.869760701219592,9.862657885734986e-6,0.13022061963469528
9.102981779915218,0.8487188039082123,1.68276985319348e-5,0.15126436839325622,0.8487188039082123,8.943380322721264e-6,0.15126436839325622
12.067926406393289,0.826193511040142,1.5086930987801473e-5,0.17379140202887072,0.826193511040142,8.067593839483759e-6,0.17379140202887072
15.998587196060582,0.8022833187395133,1.3476406371536513e-5,0.19770320485411588,0.8022833187395133,7.246897961791778e-6,0.19770320485411588
21.209508879201906,0.7770659071535905,1.2004136448730906e-5,0.22292208870996166,0.7770659071535905,6.4875701354883875e-6,0.22292208870996166
28.11768697974231,0.7506001803789991,1.0669640789578082e-5,0.24938914998021225,0.7506001803789991,5.791663264115911e-6,0.24938914998021225
37.2759372031494,0.7229318354210886,9.466850870294619e-6,0.2770586977280421,0.7229318354210886,5.15823132594093e-6,0.2770586977280421
49.417133613238356,0.6941007807478328,8.386659617354976e-6,0.3058908325925508,0.6941007807478328,4.58442386116114e-6,0.3058908325925508
65.51285568595509,0.6641488215722802,7.4186056928349165e-6,0.33584375982202785,0.6641488215722802,4.06633286234559e-6,0.33584375982202785
86.85113737513525,0.6331269432009927,6.552038057362776e-6,0.36686650476095095,0.6331269432009927,3.5995886493687618e-6,0.36686650476095095
115.1395399326447,0.6011019344869064,5.7767419231685086e-6,0.3988922887711716,0.6011019344869064,3.1797475548917408e-6,0.3988922887711716
152.64179671752333,0.5681620469998938,5.08328731616624e-6,0.4318328697127913,0.5681620469998938,2.8025227357987235e-6,0.4318328697127913
202.35896477251575,0.5344217434213151,4.463155931164785e-6,0.46557379342275523,0.5344217434213151,2.4639091954605062e-6,0.46557379342275523
268.26957952797244,0.5000252723329712,3.908761505255805e-6,0.4999708189055251,0.5000252723329712,2.160238860826343e-6,0.4999708189055251
355.64803062231283,0.46514897145200246,3.413388379697518e-6,0.5348476151596199,0.46514897145200246,1.8881936653738954e-6,0.5348476151596199
471.48663634573944,0.43000202528476905,2.97112384217901e-6,0.5699950035913904,0.43000202528476905,1.6447940769832767e-6,0.5699950035913904
625.0551925273976,0.3948254003967257,2.5767595915751456e-6,0.6051720228436844,0.3948254003967257,1.427374519305498e-6,0.6051720228436844
828.6427728546843,0.3598886509911297,2.225703929986381e-6,0.6401091233049424,0.3598886509911297,1.2335525050222707e-6,0.6401091233049424
1098.5411419875584,0.3254844010749045,1.913895420297442e-6,0.6745136850296773,0.3254844010749045,1.0611958038040998e-6,0.6745136850296773
1456.3484775012444,0.2919203654546904,1.6377223505571132e-6,0.7080779968229615,0.2919203654546904,9.083897256528567e-7,0.7080779968229615
1930.6977288832495,0.2595090066389929,1.3939517785022119e-6,0.740489599409231,0.2595090066389929,7.734058268877719e-7,0.740489599409231
2559.547922699536,0.2285551917292404,1.1796661483912245e-6,0.7714436286046132,0.2285551917292404,6.546727434106045e-7,0.7714436286046132
3393.2217718953298,0.19934252409979783,9.922066328683756e-7,0.8006564836935715,0.19934252409979783,5.507495768285394e-7,0.8006564836935715
4498.432668969444,0.17211935607249676,8.291240999077142e-7,0.8278798148034056,0.17211935607249676,4.6030224446005456e-7,0.8278798148034056
5963.623316594642,0.1470857599700799,6.881382586353815e-7,0.8529135518916634,0.1470857599700799,3.820832637169753e-7,0.8529135518916634
7906.043210907702,0.12438285240617034,5.671050639195097e-7,0.8756165804887679,0.12438285240617034,3.149154548540167e-7,0.8756165804887679
10481.131341546852,0.10408578546667432,4.6399251633949545e-7,0.8959137505408111,0.10408578546667432,2.576800337571502e-7,0.8959137505408111
13894.954943731389,0.08620139035578499,3.768659914434294e-7,0.9137982327782256,0.08620139035578499,2.0930941735967175e-7,0.9137982327782256
18420.699693267165,0.07067088008466531,3.0388220471832004e-7,0.9293288160331316,0.07067088008466531,1.6878469242105357e-7,0.9293288160331316
24420.5309454865,0.05737734038101986,2.432912534702773e-7,0.9426224163277285,0.05737734038101986,1.3513730563203496e-7,0.9426224163277285
32374.575428176468,0.04615703821547114,1.9344476669429562e-7,0.9538427683397642,0.04615703821547114,1.074539994323724e-7,0.9538427683397642
42919.34260128778,0.03681308034970345,1.5280761374732862e-7,0.9631867668426857,0.03681308034970345,8.488365199796524e-8,0.9631867668426857
56898.66029018293,0.029129728127359086,1.1997045516390145e-7,0.9708701519021888,0.029129728127359086,6.664446234071656e-8,0.9708701519021888
75431.20063354622,0.022885794439238244,9.366036180170302e-8,0.9771141119004032,0.022885794439238244,5.203002685726083e-8,0.9771141119004032
100000.0,0.017865921155006483,7.274751473786288e-8,0.9821340060974822,0.017865921155006483,4.0413180479442834e-8,0.9821340060974822
